table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,,,,,,,,,,,,,0.96,0.88,0.73,0.9,0.76,0.89,0.71,0.8,0.89,0.95,0.87,0.93,0.99,0.83,0.99,1.03,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,24,391,291,376,50,244,68,566,181,76,15,5,,,,,,,,,,,,,,,,,52,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,24,399,282,388,51,246,70,571,178,72,13,6,,,,,,,,,,,,,,,,,55,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,156,71,129,21,89,34,282,48,52,8,4,,,,,,,,,,,,,,,,,7,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,37,9,18,2,18,12,79,5,26,4,2,,,,,,,,,,,,,,,,,1,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10,119,63,111,20,72,22,203,43,26,5,2,,,,,,,,,,,,,,,,,6,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,188,128,181,16,109,29,227,85,15,4,2,,,,,,,,,,,,,,,,,24,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,47,64,59,10,37,5,54,38,4,-,-,,,,,,,,,,,,,,,,,15,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-,9,19,19,3,11,1,9,7,1,-,-,,,,,,,,,,,,,,,,,8,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,56,83,78,13,48,7,62,45,4,-,-,,,,,,,,,,,,,,,,,23,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3.43,3.32,2.92,3.13,3.13,3.2,3.54,3.51,3.01,4.01,3.95,3.92,,,,,,,,,,,,,,,,,2.58,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.64,0.88,0.91,0.9,0.98,0.93,0.93,0.9,0.86,0.94,0.84,0.94,,,,,,,,,,,,,,,,,0.95,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,1326,406,606,618,43,33,32,276,117,422,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,80,259,,87,,,,,,,,,111,164,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,1319,404,595,619,49,32,29,282,116,431,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,81,256,,93,,,,,,,,,108,155,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,992,331,470,457,39,27,27,235,87,312,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,31,178,,26,,,,,,,,,82,57,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,384,128,197,164,20,7,13,83,32,125,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,47,,5,,,,,,,,,31,8,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,4,607,203,273,293,19,19,14,152,55,187,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,24,131,,20,,,,,,,,,50,49,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,3,242,66,109,133,9,5,3,41,28,101,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,39,60,,39,,,,,,,,,19,63,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,2,58,8,12,21,1,-,-,3,-,13,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,13,,22,,,,,,,,,7,30,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,27,-,3,8,-,-,-,3,-,5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,,7,,,,,,,,,-,5,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,85,8,16,29,1,-,-,6,-,18,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,11,17,,28,,,,,,,,,7,35,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Mean,3.96,4.11,4.09,3.94,4.19,4.09,4.36,4.09,4.03,3.96,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.27,3.79,,2.95,,,,,,,,,3.99,3.16,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.91,0.74,0.8,0.85,0.78,0.62,0.65,0.76,0.72,0.86,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.98,0.87,,0.99,,,,,,,,,0.86,0.91,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,,,,,,,,,,,,,,241,54,120,338,429,141,131,210,499,236,99,40,194,100,76,83,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,,,,,,,,,,,,,,240,62,120,337,411,139,127,197,519,251,103,44,187,104,79,83,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,,,,,,,,,,,,,,152,27,97,307,320,122,107,156,81,53,32,14,64,38,20,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,,,,,,,,,,,,,,39,10,56,207,154,58,55,57,23,7,6,3,17,8,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,4,,,,,,,,,,,,,,113,17,41,101,166,64,52,99,57,46,26,11,47,30,15,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,3,,,,,,,,,,,,,,69,31,19,22,70,15,19,36,239,124,34,17,93,33,26,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,2,,,,,,,,,,,,,,16,4,1,6,17,1,1,6,150,69,30,12,24,22,24,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,,,,,,,,,,,,,,2,-,3,1,4,1,-,-,49,6,6,1,7,11,10,8,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,,,,,,,,,,,,,,18,4,4,7,21,2,1,6,199,75,37,13,30,33,34,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Mean,,,,,,,,,,,,,,3.72,3.53,4.22,4.5,4.09,4.27,4.26,4.05,2.72,2.91,2.95,3.09,3.24,3.01,2.74,2.84,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,,,,,,,,,,,,,,0.85,0.84,0.92,0.73,0.89,0.75,0.74,0.77,0.94,0.81,1.01,0.96,0.92,1.11,1.09,1.02,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,285,347,42,245,44,472,138,77,10,6,,,,,,,,,,,,,,,,,41,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,269,333,37,245,46,482,137,68,7,5,,,,,,,,,,,,,,,,,35,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,83,123,16,97,30,253,49,52,5,3,,,,,,,,,,,,,,,,,10,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,20,4,18,5,95,11,26,1,1,,,,,,,,,,,,,,,,,3,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,75,104,12,79,24,159,38,27,4,2,,,,,,,,,,,,,,,,,7,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,123,174,17,102,12,193,55,15,2,2,,,,,,,,,,,,,,,,,11,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,50,28,2,32,4,30,27,1,-,-,,,,,,,,,,,,,,,,,6,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,8,2,13,-,5,6,*,-,-,,,,,,,,,,,,,,,,,8,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,63,36,4,45,4,36,33,1,-,-,,,,,,,,,,,,,,,,,14,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,3.06,3.3,3.4,3.23,3.69,3.64,3.15,4.11,3.92,3.72,,,,,,,,,,,,,,,,,2.76,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.88,0.8,0.93,0.95,0.79,0.9,0.98,0.84,0.7,0.73,,,,,,,,,,,,,,,,,1.27,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,1106,437,525,573,46,32,31,228,111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,,169,75,261,,,,,,,,,,,117,166,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,1114,449,532,590,49,27,26,240,119,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,175,78,252,,,,,,,,,,,118,167,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,848,349,418,439,38,22,20,181,86,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,87,37,190,,,,,,,,,,,93,66,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,325,135,140,153,10,9,1,59,35,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,1,,20,6,53,,,,,,,,,,,26,14,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,4,522,213,278,286,27,12,19,122,51,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,67,31,137,,,,,,,,,,,68,51,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,3,190,80,87,121,8,4,4,49,25,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,,63,30,53,,,,,,,,,,,24,62,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,2,41,17,20,19,3,1,1,7,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,20,8,9,,,,,,,,,,,1,27,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,35,3,8,10,-,-,-,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,4,3,1,,,,,,,,,,,-,12,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,76,20,27,30,3,1,1,9,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,24,11,9,,,,,,,,,,,1,39,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Mean,3.95,4.03,3.98,3.94,3.92,4.12,3.76,3.96,3.94,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.58,4.13,,3.45,3.36,3.92,,,,,,,,,,,4.01,3.17,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.94,0.84,0.84,0.87,0.8,0.83,0.63,0.8,0.91,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0.65,1.01,,0.93,0.92,0.76,,,,,,,,,,,0.67,1.04,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,,,,,,,,,,,,,102,263,73,88,321,,193,126,204,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,55,13,34,356,55,34,11,,,,345,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,,,,,,,,,,,,,113,287,72,93,323,,193,127,199,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,55,11,40,376,47,29,8,,,,359,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,,,,,,,,,,,,,40,163,36,77,299,,180,118,174,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30,9,27,324,43,26,4,,,,227,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,,,,,,,,,,,,,11,28,3,57,228,,118,74,80,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1,4,192,27,14,2,,,,45,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,4,,,,,,,,,,,,,29,135,33,19,71,,63,44,94,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,8,23,132,16,13,2,,,,181,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,3,,,,,,,,,,,,,45,105,23,13,18,,9,9,19,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,14,2,7,36,2,2,4,,,,109,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,2,,,,,,,,,,,,,19,17,11,3,4,,-,1,5,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,-,3,11,2,-,-,,,,18,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,,,,,,,,,,,,,8,1,2,1,1,,4,-,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,-,3,6,-,*,-,,,,5,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,,,,,,,,,,,,,27,18,13,4,5,,4,1,6,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,10,-,5,17,2,*,-,,,,23,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,,,,,,,,,,,,3.14,3.6,3.35,4.4,4.61,,4.5,4.5,4.24,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,3.54,3.94,3.57,4.31,4.46,4.35,3.73,,,,3.68,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,,,,,,,,,,,,,1.05,0.76,0.88,0.89,0.69,,0.76,0.65,0.77,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.1,0.57,1.02,0.87,0.77,0.74,0.85,,,,0.81,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,280,151,54,211,122,80,91,20,309,261,363,,186,,586,151,,,,,,,,,,,,,,,,,,,,40,,,,185,71,63,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,290,165,66,212,131,84,95,21,307,261,368,,190,,605,161,,,,,,,,,,,,,,,,,,,,41,,,,204,75,65,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,66,42,23,85,46,33,34,13,146,87,158,,84,,330,43,,,,,,,,,,,,,,,,,,,,13,,,,75,46,32,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,16,13,9,18,6,10,7,7,25,14,22,,17,,75,12,,,,,,,,,,,,,,,,,,,,4,,,,11,13,4,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,4,,,,,,,,,,,,,,,,,,,,,,,49,29,15,67,40,23,27,5,121,73,136,,67,,255,32,,,,,,,,,,,,,,,,,,,,9,,,,64,33,27,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,3,,,,,,,,,,,,,,,,,,,,,,,145,69,25,81,51,28,39,8,133,119,167,,68,,226,79,,,,,,,,,,,,,,,,,,,,15,,,,77,29,26,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,2,,,,,,,,,,,,,,,,,,,,,,,56,38,9,33,21,18,12,-,27,45,30,,27,,44,34,,,,,,,,,,,,,,,,,,,,9,,,,36,1,4,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,23,17,9,14,13,6,11,-,1,10,13,,11,,5,4,,,,,,,,,,,,,,,,,,,,4,,,,16,-,3,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,79,54,18,46,34,24,23,-,29,55,43,,38,,50,38,,,,,,,,,,,,,,,,,,,,13,,,,52,1,7,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,2.93,2.9,3.07,3.2,3.05,3.14,3.08,3.98,3.46,3.14,3.33,,3.27,,3.58,3.08,,,,,,,,,,,,,,,,,,,,3,,,,3.08,3.77,3.38,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,0.95,1.05,1.2,1.01,1.03,1.11,1.08,0.88,0.78,0.9,0.85,,1,,0.83,0.89,,,,,,,,,,,,,,,,,,,,1.1,,,,1.01,0.73,0.91,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4,1,,,,,,,,,,,,,,,,,,,,,,,,36,36
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,4,1,,,,,,,,,,,,,,,,,,,,,,,,39,42
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,1,,,,,,,,,,,,,,,,,,,,,,,,15,21
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,3
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,-,,,,,,,,,,,,,,,,,,,,,,,,11,18
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,-,-,,,,,,,,,,,,,,,,,,,,,,,,20,15
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 5th to 11th April 2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,-,,,,,,,,,,,,,,,,,,,,,,,,4,3
