v4_2,LCL,UCL,yyyy-qq,Time,uk-only,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate,seasonal-adjustment,SeasonalAdjustment
7.4,,,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
24.2,23.6,24.7,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
7.5,,,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
5.6,,,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,seasonal-adjustment,Seasonally adjusted
27.5,26.9,28.1,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
15.9,15.4,16.4,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
34.0,33.4,34.6,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
7.7,,,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
49.2,,,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,seasonal-adjustment,Seasonally adjusted
16.5,16.0,17.0,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
40.4,39.7,41.1,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
16.3,15.9,16.8,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
13.8,,,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,seasonal-adjustment,Seasonally adjusted
24.2,,,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,good,Good,seasonal-adjustment,Seasonally adjusted
16.3,,,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,seasonal-adjustment,Seasonally adjusted
13.8,13.3,14.2,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
9.4,9.0,9.8,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
2.9,2.8,2.9,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
51.4,,,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,seasonal-adjustment,Seasonally adjusted
27.2,,,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,seasonal-adjustment,Seasonally adjusted
39.8,,,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,seasonal-adjustment,Seasonally adjusted
2.9,,,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
32.8,32.2,33.4,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
19.1,18.6,19.6,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
51.0,50.4,51.7,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
5.6,5.3,5.9,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
16.8,,,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,fair,Fair,seasonal-adjustment,Seasonally adjusted
40.6,,,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,good,Good,seasonal-adjustment,Seasonally adjusted
16.0,,,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,seasonal-adjustment,Seasonally adjusted
4.2,,,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.7,7.7,7.8,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
32.6,,,2013-q3,2013 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,seasonal-adjustment,Seasonally adjusted
40.2,39.5,40.8,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
7.4,7.4,7.5,2013-q3,2013 Q3,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
7.5,7.5,7.5,2013-q3,2013 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
19.5,,,2013-q3,2013 Q3,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,seasonal-adjustment,Seasonally adjusted
31.7,,,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,seasonal-adjustment,Seasonally adjusted
7.7,7.7,7.7,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
31.5,30.9,32.1,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
37.9,,,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,seasonal-adjustment,Seasonally adjusted
4.6,4.4,4.9,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
26.0,25.4,26.6,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
17.4,,,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,fair,Fair,seasonal-adjustment,Seasonally adjusted
32.8,,,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,seasonal-adjustment,Seasonally adjusted
18.0,17.5,18.5,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
7.7,,,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
14.9,,,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,seasonal-adjustment,Seasonally adjusted
23.3,,,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,good,Good,seasonal-adjustment,Seasonally adjusted
20.9,,,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.3,,,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
10.9,10.5,11.3,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
31.5,30.9,32.1,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
3.1,3.0,3.1,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
21.1,20.6,21.6,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
49.8,49.2,50.5,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
6.4,,,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,seasonal-adjustment,Seasonally adjusted
49.3,,,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,seasonal-adjustment,Seasonally adjusted
14.9,14.4,15.4,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
37.7,37.1,38.3,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
3.0,,,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
18.0,,,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,seasonal-adjustment,Seasonally adjusted
17.8,17.3,18.3,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
26.4,,,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,seasonal-adjustment,Seasonally adjusted
10.6,,,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,poor,Poor,seasonal-adjustment,Seasonally adjusted
39.2,,,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,good,Good,seasonal-adjustment,Seasonally adjusted
6.4,6.1,6.7,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
49.0,,,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,seasonal-adjustment,Seasonally adjusted
39.8,39.1,40.4,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
17.9,17.4,18.4,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
7.3,7.3,7.3,2012-q1,2012 Q1,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
7.4,,,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
17.6,,,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,seasonal-adjustment,Seasonally adjusted
4.6,,,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.4,7.4,7.4,2012-q1,2012 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
49.0,48.3,49.6,2012-q1,2012 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
23.3,22.7,23.8,2012-q1,2012 Q1,K02000001,United Kingdom,anxiety,Anxiety,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
13.0,12.6,13.5,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
16.7,,,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,seasonal-adjustment,Seasonally adjusted
2.9,,,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
9.0,,,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,poor,Poor,seasonal-adjustment,Seasonally adjusted
33.8,33.2,34.4,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
19.4,18.9,20.0,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
51.7,51.0,52.3,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
33.8,,,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,seasonal-adjustment,Seasonally adjusted
7.8,,,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
19.8,,,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.4,,,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
49.2,,,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,seasonal-adjustment,Seasonally adjusted
33.6,,,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,seasonal-adjustment,Seasonally adjusted
3.9,,,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,seasonal-adjustment,Seasonally adjusted
49.2,48.6,49.9,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
8.7,8.3,9.1,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
16.3,15.8,16.8,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
40.4,39.7,41.1,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
3.9,3.6,4.2,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
16.7,16.1,17.2,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
40.5,39.8,41.2,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
23.4,,,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,good,Good,seasonal-adjustment,Seasonally adjusted
7.6,,,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
2.9,2.8,2.9,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
23.4,22.8,24.0,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
7.6,7.6,7.6,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
14.9,14.4,15.4,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
52.1,,,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,seasonal-adjustment,Seasonally adjusted
28.2,,,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,seasonal-adjustment,Seasonally adjusted
7.8,7.8,7.8,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
40.8,,,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,good,Good,seasonal-adjustment,Seasonally adjusted
15.0,,,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,seasonal-adjustment,Seasonally adjusted
13.0,,,2014-q3,2014 Q3,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,seasonal-adjustment,Seasonally adjusted
28.4,27.8,29.1,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
7.5,7.5,7.5,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
34.6,34.0,35.3,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
5.0,,,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,seasonal-adjustment,Seasonally adjusted
16.6,,,2014-q3,2014 Q3,K02000001,United Kingdom,happiness,Happiness,fair,Fair,seasonal-adjustment,Seasonally adjusted
5.0,4.7,5.2,2014-q3,2014 Q3,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
39.9,,,2014-q3,2014 Q3,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,seasonal-adjustment,Seasonally adjusted
52.2,,,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,seasonal-adjustment,Seasonally adjusted
19.4,,,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,seasonal-adjustment,Seasonally adjusted
21.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,very-good,Very good,seasonal-adjustment,Seasonally adjusted
7.3,,,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
9.1,8.6,9.6,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
52.2,51.3,53.1,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
4.4,,,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.7,7.6,7.7,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
30.8,29.9,31.6,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
4.4,4.1,4.8,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
49.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,seasonal-adjustment,Seasonally adjusted
6.4,,,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.3,7.2,7.3,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
49.9,49.0,50.8,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
14.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,seasonal-adjustment,Seasonally adjusted
24.9,24.1,25.7,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
27.6,26.8,28.4,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
19.7,19.0,20.4,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
8.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,poor,Poor,seasonal-adjustment,Seasonally adjusted
31.2,,,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,very-good,Very good,seasonal-adjustment,Seasonally adjusted
19.1,18.4,19.8,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
44.2,43.3,45.1,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,good,Good,non-seasonal-adjustment,Non-seasonally adjusted
6.4,6.0,6.8,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
18.4,17.7,19.1,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
33.7,32.8,34.5,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,non-seasonal-adjustment,Non-seasonally adjusted
23.0,22.3,23.8,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,non-seasonal-adjustment,Non-seasonally adjusted
34.2,,,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,very-good,Very good,seasonal-adjustment,Seasonally adjusted
18.4,,,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,fair,Fair,seasonal-adjustment,Seasonally adjusted
7.7,,,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
24.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,good,Good,seasonal-adjustment,Seasonally adjusted
43.9,,,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,good,Good,seasonal-adjustment,Seasonally adjusted
28.3,,,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,very-good,Very good,seasonal-adjustment,Seasonally adjusted
7.3,,,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,average-mean,Average (mean),seasonal-adjustment,Seasonally adjusted
14.9,14.2,15.5,2021-q1,2021 Q1,K02000001,United Kingdom,worthwhile,Worthwhile,fair,Fair,non-seasonal-adjustment,Non-seasonally adjusted
18.5,,,2021-q1,2021 Q1,K02000001,United Kingdom,happiness,Happiness,fair,Fair,seasonal-adjustment,Seasonally adjusted
22.5,,,2021-q1,2021 Q1,K02000001,United Kingdom,anxiety,Anxiety,poor,Poor,seasonal-adjustment,Seasonally adjusted
7.3,7.3,7.3,2021-q1,2021 Q1,K02000001,United Kingdom,life-satisfaction,Life satisfaction,average-mean,Average (mean),non-seasonal-adjustment,Non-seasonally adjusted
